State,District,Sub District,% Rural Population,% Rural Households,OFC Density
BIHAR,Pashchim Champaran,Bagaha,71.7,70.79377453573517,0.755
ODISHA,Anugul,Anugul,71.78211761370592,71.97477787331613,0.533
RAJASTHAN,Chittaurgarh,Nimbahera,71.81445925656308,72.12610450529071,0.2407
UTTAR PRADESH,Bijnor,Bijnor,71.8585729377474,71.10015540431917,0.1473
MAHARASHTRA,Buldana,Buldana,71.86402408429502,72.00190642102322,0.1627
MAHARASHTRA,Chandrapur,Rajura,71.87084561586036,72.38475982797262,0.8619
RAJASTHAN,Bundi,Bundi,71.91987033846617,71.5508370353638,0.1704
ANDHRA PRADESH,Vizianagaram,Kothavalasa,71.95642981087505,71.92651098901099,1.2594
GUJARAT,Bhavnagar,Palitana,71.99082819807965,71.42268540959768,0.5986
JHARKHAND,Bokaro,Jaridih,72.07585628833772,72.88512490537472,0.2472
KARNATAKA,Dharwad,Navalgund,72.19885598923284,71.62666384397576,0.1288
ODISHA,Jajapur,Jajapur,72.22432318199009,73.376201610808,1.2075
UTTAR PRADESH,Bijnor,Najibabad,72.23749747080687,72.82845760733974,0.0457
MAHARASHTRA,Parbhani,Sailu,72.26819724071075,74.09137956528168,0.0113
ANDHRA PRADESH,Srikakulam,Palakonda,72.30966227391559,73.0157905672138,0.7815
HARYANA,Sirsa,Ellenabad,72.31110035836875,72.0420395763199,0.2195
ANDHRA PRADESH,Vizianagaram,Garividi,72.3337579990921,70.9882408837154,0.0092
MADHYA PRADESH,Sagar,Garhakota,72.36213157672495,75.94879347456667,0.0352
MAHARASHTRA,Osmanabad,Osmanabad,72.43897509710749,74.3510340054662,0.0042
PUNJAB,Patiala,Rajpura,72.46190004884772,70.28758636177493,0.9892
KARNATAKA,Ramanagara,Channapatna,72.46808315219056,74.48223903565017,0.1373
MIZORAM,Lunglei,Hnahthial,72.47731015203156,71.23745819397993,0.1217
UTTAR PRADESH,Auraiya,Auraiya,72.52218116844844,72.82002908462051,0.2959
GUJARAT,Patan,Radhanpur,72.57981783649647,70.88635366388768,0.0594
KARNATAKA,Gadag,Ron,72.60367328858146,72.73187373472295,0.2031
ODISHA,Jajapur,Kaliapani,72.65363346054988,69.11385883565173,0.1659
MADHYA PRADESH,Bhind,Gohad,72.67332857783137,74.65772416900627,0.3486
UTTAR PRADESH,Banda,Banda,72.75006625867387,72.33753900420568,0.0097
MAHARASHTRA,Bid,Ambejogai,72.79900866681129,74.0605664725201,0.0251
HARYANA,Fatehabad,Tohana,72.83215298524438,71.76400119796347,0.2647
RAJASTHAN,Pali,Sumerpur,72.83432176656152,74.9883467039572,0.2347
GUJARAT,Dohad,Dohad,72.85965331863699,67.09032275548088,0.4431
MAHARASHTRA,Chandrapur,Warora,72.87396525591699,74.01283376192652,0.1595
RAJASTHAN,Ajmer,Nasirabad,72.90251005408403,73.19356267532851,0.1903
KARNATAKA,Gadag,Shirhatti,72.90862066387932,72.3540917103325,0.1981
GUJARAT,Panch Mahals,Halol,72.99324673578221,70.34981855008861,0.5389
KARNATAKA,Haveri,Shiggaon,72.9998403491033,73.25448103376407,0.1809
RAJASTHAN,Baran,Antah,73.0277078925007,72.81419588250495,0.2768
GUJARAT,Kheda,Balasinor,73.02894605103447,73.66156621907636,0.4079
KERALA,Palakkad,Ottappalam,73.04962329105655,72.55042403442016,0.3858
UTTAR PRADESH,Azamgarh,Azamgarh,73.08599620555395,73.78312591640243,0.2012
RAJASTHAN,Jodhpur,Bilara,73.10417906139217,74.3516008498791,0.2014
GUJARAT,Ahmadabad,Bavla,73.16029356916638,71.45683509719561,0.2299
BIHAR,Vaishali,Mahnar,73.22098935892957,75.29907855692643,0.9106
KARNATAKA,Tumkur,Tiptur,73.26901579805072,73.76123467998184,0.2638
ASSAM,Goalpara,Balijana,73.28143832148282,71.15738463500392,0.269
ASSAM,Nagaon,Hojai,73.28797094473374,72.80759162303664,0.1922
UTTAR PRADESH,Mahoba,Charkhari,73.29270882263991,73.45335291907217,0.2836
MAHARASHTRA,Raigarh,Shrivardhan,73.41226348055451,74.48173234811166,0.6041
UTTAR PRADESH,Gautam Buddha Nagar,Jewar,73.45365950676214,76.26774847870182,0.4434
KERALA,Alappuzha,Chengannur,73.46658629615183,73.88170927271011,0.4225
MAHARASHTRA,Parbhani,Pathri,73.49582152668901,76.13400214976711,0.0073
JHARKHAND,Gumla,Gumla,73.55069750023407,72.99412915851272,0.6119
PUNJAB,Firozpur,Zira,73.55690726595934,72.83927532618632,0.7758
MAHARASHTRA,Nagpur,Katol,73.58676010939637,73.83717846725007,0.0203
MADHYA PRADESH,Dhar,Dharampuri,73.6163215524423,74.26109388292763,0.5484
UTTAR PRADESH,Baghpat,Khekada,73.68751081127833,72.87477836137968,0.8495
MADHYA PRADESH,Barwani,Barwani,73.7023893566315,70.92289252896524,0.0128
BIHAR,Gaya,Sherghati,73.83561203152647,75.49113944350894,0.4567
BIHAR,Begusarai,Balia,73.89915357507493,73.91458653732403,0.1851
UTTAR PRADESH,Chandauli,Chandauli,73.90718369185502,73.25300446242356,1.2927
MAHARASHTRA,Jalgaon,Chalisgaon,73.92468647485171,74.24361766204883,0.001
UTTAR PRADESH,Moradabad,Chandausi,73.96650237844767,73.13524831630757,0.1728
RAJASTHAN,Nagaur,Ladnu,74.07508440670193,75.86397367852254,0.2028
JHARKHAND,Garhwa,Majhiaon,74.13265665750335,73.12457247092802,0.0285
UTTAR PRADESH,Bijnor,Nagina,74.14405916161182,76.83687518706974,0.0373
BIHAR,Patna,Fatwah,74.26316108440064,74.13522012578616,0.5395
BIHAR,Madhubani,Madhubani,74.41036861232664,76.00849256900213,0.3496
BIHAR,Madhubani,Madhubani,74.41036861232664,76.00849256900213,2.9635
ASSAM,Sivasagar,Sibsagar,74.43591989609448,71.47993082734139,0.3485
UTTAR PRADESH,Bijnor,Dhampur,74.44406483493215,75.33339903624207,0.0463
BIHAR,Sitamarhi,Dumra,74.46422051843739,75.92691369233388,0.1536
UTTAR PRADESH,Bulandshahr,Anupshahr,74.46493935261608,74.49541916373906,0.6573
RAJASTHAN,Dhaulpur,Bari,74.46733156930593,74.64351537491513,0.1566
KARNATAKA,Chikkaballapura,Chintamani,74.47982017646862,73.24344996175708,0.08
ODISHA,Dhenkanal,Dhenkanal Sadar,74.5180816609388,75.80291695004911,0.5907
HARYANA,Kaithal,Kaithal,74.51995644676646,73.64160331039919,0.4368
KARNATAKA,Bagalkot,Badami,74.59469261923472,73.46806265725185,0.029
JHARKHAND,Ranchi,Bundu,74.62609219644472,75.74454184134589,0.3329
BIHAR,Aurangabad,Daudnagar,74.68552699005096,75.33150851581509,0.4211
UTTAR PRADESH,Mainpuri,Mainpuri,74.72666866348189,73.40126088459449,0.4673
BIHAR,Saran,Dighwara,74.72752253921206,74.65395411867196,0.5028
GUJARAT,Kachchh,Mandvi,74.73804290638384,75.28073780283844,0.1752
GUJARAT,Kachchh,Mandvi,74.73804290638384,75.28073780283844,0.0083
UTTAR PRADESH,Kanshiram Nagar,Kasganj,74.74724708609698,74.15264055949949,0.0987
MAHARASHTRA,Buldana,Nandura,74.76451272028997,77.53341184904501,0.2613
RAJASTHAN,Jhunjhunun,Nawalgarh,74.7700229288288,76.26085415559099,0.4233
RAJASTHAN,Alwar,Kishangarh Bas,74.79766890733758,73.48056588852113,0.3566
KARNATAKA,Yadgir,Yadgir,74.81166485506792,73.04027275906283,0.0558
GUJARAT,Amreli,Jafrabad,74.84583618821874,72.05134788189987,0.2867
MADHYA PRADESH,Sehore,Ashta,74.86408218983516,76.29168484079464,0.0321
ODISHA,Rayagada,Gunupur,74.86417775301247,75.39117020495115,0.351
RAJASTHAN,Pali,Sojat,74.87254023019733,76.14241419865284,0.1787
KARNATAKA,Haveri,Savanur,74.88438035921025,77.01589733767477,0.2334
UTTAR PRADESH,Rampur,Bilaspur,74.89375680769031,75.42533837141886,0.1739
RAJASTHAN,Churu,Sardarshahar,74.92352421341059,75.82171392762024,0.0789
UTTAR PRADESH,Pilibhit,Pilibhit,75.01843031579372,74.03423702447604,0.5919
KARNATAKA,Koppal,Gangawati,75.07267805307617,74.11692718473604,0.0082
UTTAR PRADESH,Moradabad,Sambhal,75.10230090205991,75.81091477639352,0.3384
RAJASTHAN,Karauli,Hindaun,75.12185224854557,75.42339874021246,0.409
PUNJAB,Ludhiana,Ludhiana (West),75.14823415204549,74.86554320544998,1.7627
UTTAR PRADESH,Jyotiba Phule Nagar,Dhanaura,75.18553807108768,73.93375402067424,0.059
MAHARASHTRA,Raigarh,Karjat,75.24887880745669,73.29193943893276,0.6465
MAHARASHTRA,Raigarh,Karjat,75.24887880745669,73.29193943893276,0.3398
ODISHA,Cuttack,Barang,75.2708896462569,75.93642325219517,1.0029
KARNATAKA,Bangalore,Bangalore South,75.27645975622826,72.28050260304538,1.3181
ODISHA,Anugul,Banarpal,75.28405123713041,76.6951978657181,0.1996
RAJASTHAN,Jaisalmer,Jaisalmer,75.31603810931355,73.69058867025429,0.0333
UTTARAKHAND,Udham Singh Nagar,Bajpur,75.36513135158414,76.15010342918742,0.4147
MIZORAM,Mamit,Zawlnuam,75.38145291175724,74.70140032948929,0.2042
MAHARASHTRA,Buldana,Deolgaon Raja,75.40725967291584,77.0563602136079,0.1671
MADHYA PRADESH,Jabalpur,Sihora,75.4808040212194,77.7826885947568,0.0203
MAHARASHTRA,Pune,Purandhar,75.57317989128359,74.96049474238671,0.0228
GUJARAT,Surendranagar,Limbdi,75.60782256086782,74.48139993046703,0.3047
MAHARASHTRA,Yavatmal,Ner,75.62878435025617,77.72930194805194,0.1708
MAHARASHTRA,Yavatmal,Pusad,75.67455874508333,76.34193459362496,0.1591
MADHYA PRADESH,Tikamgarh,Orchha,75.69365260357279,74.97142857142856,0.0163
JHARKHAND,Pashchimi Singhbhum,Jhinkpani,75.70642474717431,73.85884509624198,0.6747
MADHYA PRADESH,Chhindwara,Jamai,75.72823606197542,74.42593153589821,0.2333
UTTAR PRADESH,Meerut,Mawana,75.74973363661431,75.75344312208118,0.0005
ANDHRA PRADESH,Krishna,Tiruvuru,75.80247878953747,75.81654938121815,0.6484
MAHARASHTRA,Ratnagiri,Chiplun,75.80412866058569,76.26159291506744,0.4316
MIZORAM,Serchhip,East Lungdar (Part),75.82063502718668,74.71947194719472,0.097
MIZORAM,Serchhip,East Lungdar (Part),75.82063502718668,74.71947194719472,0.0151
RAJASTHAN,Sirohi,Sirohi,75.83983146942965,74.963095740194,0.4069
UTTAR PRADESH,Hamirpur,Hamirpur,75.85083849159314,75.85037989479837,0.252
GUJARAT,Rajkot,Wankaner,75.90349896149544,73.40759218553188,0.003
RAJASTHAN,Ganganagar,Karanpur,75.96168248478328,76.32940548118971,0.27
PUNJAB,Sangrur,Moonak,75.98966208113926,75.47201059953626,0.0205
UTTAR PRADESH,Muzaffarnagar,Khatauli,76.00700606116476,74.69789460570574,0.5286
BIHAR,Purba Champaran,Raxaul,76.06495767752168,76.87370852072445,0.2686
KARNATAKA,Haveri,Haveri,76.06594331614127,75.1131840158543,0.3026
MAHARASHTRA,Nanded,Deglur,76.08508658749594,77.99362573986947,0.0611
KARNATAKA,Chikkaballapura,Sidlaghatta,76.1127894326443,77.30947913874743,0.2643
ASSAM,Lakhimpur,North Lakhimpur,76.1357787769856,72.12327675511993,0.0002
MAHARASHTRA,Raigarh,Pen,76.1427241192301,75.39098843648931,0.4586
GUJARAT,Mahesana,Kadi,76.15631782593796,76.14418793033617,0.4498
ANDHRA PRADESH,Srikakulam,Sompeta,76.20266639630962,76.82902284391668,0.5923
UTTAR PRADESH,Mirzapur,Mirzapur,76.21396786082254,74.73290568205499,0.1654
MAHARASHTRA,Nanded,Bhokar,76.21409411985857,77.32302891767353,0.5855
RAJASTHAN,Karauli,Karauli,76.23794138539446,76.9663453942171,0.2639
PUNJAB,Bathinda,Talwandi Sabo,76.26341278131231,76.57539989680082,0.5284
GUJARAT,Bhavnagar,Mahuva,76.28464793998376,74.80246513136555,0.1399
GUJARAT,Bhavnagar,Mahuva,76.28464793998376,74.80246513136555,0.3472
UTTAR PRADESH,Bahraich,Bahraich,76.3038493669311,77.25618201178985,0.096
KERALA,Pathanamthitta,Thiruvalla,76.3390200578963,76.57134221087807,0.4958
MAHARASHTRA,Hingoli,Basmath,76.33914149225006,77.52065816178603,0.0106
GUJARAT,Ahmadabad,Barwala,76.37591135209118,75.68857877341168,0.2017
MADHYA PRADESH,Chhindwara,Pandhurna,76.38901867945881,76.15855503572841,0.32
UTTAR PRADESH,Jhansi,Mauranipur,76.41740737168587,77.46012847491417,0.0088
RAJASTHAN,Jhalawar,Pachpahar,76.4332452708201,75.85647208857458,0.2538
MAHARASHTRA,Akola,Balapur,76.45661309737504,81.12230005837712,0.3061
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Bhadohi,76.51256184257933,76.82803894571204,0.0594
RAJASTHAN,Baran,Mangrol,76.55918401690303,77.42249951257556,0.0729
UTTAR PRADESH,Bulandshahr,Sikandrabad,76.56680489951935,77.36052003928354,0.7209
PUNJAB,Muktsar,Malout,76.6185572932374,75.98931199713394,0.0018
ASSAM,Karimganj,Badarpur,76.63248392561157,75.87999270472369,0.1121
KARNATAKA,Bangalore,Bangalore North,76.66846376482606,75.72501808170597,1.2283
RAJASTHAN,Jhunjhunun,Chirawa,76.68409345350746,77.14963659191172,0.3772
PUNJAB,Faridkot,Jaitu,76.77437395140745,76.66311610341823,0.0263
ASSAM,Nalbari,Pachim Nalbari,76.84830100902147,76.4217056638456,0.0158
ODISHA,Kandhamal,G.Udayagiri,76.8619743684232,77.86622897004514,0.186
MADHYA PRADESH,Dewas,Satwas,76.92160258472575,78.90540050743023,0.0419
HARYANA,Palwal,Hodal,76.92491773855818,76.3755804734398,0.4086
MAHARASHTRA,Akola,Murtijapur,76.92814199828227,79.48296063620273,0.2286
BIHAR,Samastipur,Samastipur,76.9350118026402,77.0137991473939,1.6403
BIHAR,Buxar,Dumraon,76.95653295055054,77.02230869692688,0.8211
UTTAR PRADESH,Rae Bareli,Rae Bareli,76.98168915967933,77.08901545972336,0.0248
RAJASTHAN,Hanumangarh,Sangaria,76.98987702883569,75.93231369996745,0.2049
RAJASTHAN,Ganganagar,Sadulshahar,77.06801789579298,76.55131849818645,0.1883
PUNJAB,Ludhiana,Raikot,77.07978615147107,76.2745343167896,0.5835
MAHARASHTRA,Raigarh,Mahad,77.11539422057704,76.95173383317713,0.3654
ANDHRA PRADESH,Visakhapatnam,Chodavaram,77.11570406698834,76.9831169932977,0.9899
ASSAM,Dhubri,Dhubri (Pt),77.13763682777959,76.52214452214452,0.5236
ASSAM,Dhubri,Dhubri (Pt),77.13763682777959,76.52214452214452,0.057
MAHARASHTRA,Jalgaon,Bhadgaon,77.15376728938111,77.8623551294892,0.0259
JHARKHAND,Garhwa,Garhwa,77.15633322918062,78.00448316266748,0.0498
KARNATAKA,Raichur,Lingsugur,77.1956888661884,76.20111568678992,0.0091
KARNATAKA,Kodagu,Madikeri,77.22723644624547,76.79588111907162,0.129
ASSAM,Nagaon,Lanka,77.23609436454836,75.03087716617645,0.0
PUNJAB,Shahid Bhagat Singh Nagar,Nawanshahr,77.28794511103871,76.98368412829498,0.2543
HIMACHAL PRADESH,Chamba,Dalhousie,77.33105218135158,78.90477191507253,0.3376
KARNATAKA,Bangalore Rural,Nelamangala,77.33452195230667,76.78908913784706,0.2463
ASSAM,Jorhat,Jorhat West,77.34743947924497,75.31757272033991,0.6509
WEST BENGAL,Nadia,Chakdah,77.4878672184443,76.7698199679613,0.3287
MAHARASHTRA,Thane,Shahapur,77.48827613871883,75.62842708397511,0.2612
ASSAM,Tinsukia,Margherita,77.49376138126391,76.01498166442637,0.0837
ODISHA,Anugul,Bikrampur,77.54539810647213,78.5504745470233,0.412
HARYANA,Hisar,Hansi,77.56663822746192,76.86283011964932,0.4261
MAHARASHTRA,Solapur,Pandharpur,77.63784903067129,77.37513679388968,0.3214
UTTAR PRADESH,Kannauj,Chhibramau,77.63935646011437,77.88780170624133,0.0401
GUJARAT,Ahmadabad,Dhandhuka,77.64230440888937,76.41334224797563,0.1706
GUJARAT,Sabar Kantha,Vadali,77.64544106023365,77.57475083056478,0.7471
MADHYA PRADESH,Dewas,Sonkatch,77.73579868607378,79.0861858190709,0.2785
MAHARASHTRA,Chandrapur,Mul,77.7953250560592,78.70703821544701,0.4943
KARNATAKA,Shimoga,Shikarpur,77.8032901116153,78.83315958145101,0.2948
BIHAR,Madhepura,Madhepura,77.8431300768364,78.58776848796487,1.082
MAHARASHTRA,Satara,Karad,77.87034421359905,77.50410246147689,0.3289
KARNATAKA,Kolar,Mulbagal,77.88016297526407,77.47877945265623,0.2815
GUJARAT,Bhavnagar,Gadhada,77.89250529991271,77.84385813148789,0.2742
ODISHA,Jharsuguda,Banaharapali,77.89459342855196,77.18919932495781,0.1388
RAJASTHAN,Banswara,Banswara,77.9721187037574,76.7769258390892,0.29
MADHYA PRADESH,Chhatarpur,Laundi,77.98611250075041,78.78757363677559,0.409
JHARKHAND,Saraikela-Kharsawan,Saraikela,77.992512718779,76.9049981720374,0.6017
GUJARAT,Bharuch,Jambusar,78.00221277114059,79.46085672082718,0.204
RAJASTHAN,Ganganagar,Suratgarh,78.02486751552273,76.84636073570438,0.0968
ODISHA,Dhenkanal,Bhuban,78.03089529049689,78.74092438462901,0.2143
GUJARAT,Amreli,Rajula,78.09303728663066,77.07451583942542,0.2932
HIMACHAL PRADESH,Mandi,Sundarnagar,78.13760091961454,75.63007706727764,0.4156
MADHYA PRADESH,Neemuch,Jawad,78.1652352899425,80.5373191407993,0.0213
MAHARASHTRA,Bhandara,Tumsar,78.23119924991597,77.86117449261438,0.5271
GUJARAT,Surat,Mangrol,78.25633568360328,78.4333946105905,0.4654
GUJARAT,Surat,Mangrol,78.25633568360328,78.4333946105905,0.3246
KERALA,Malappuram,Perinthalmanna,78.26766667326301,78.37312276921004,0.7319
UTTAR PRADESH,Firozabad,Shikohabad,78.28296153561107,77.72832222778231,0.2996
MADHYA PRADESH,Shajapur,Susner,78.2983841811052,79.70656004337219,0.0279
MADHYA PRADESH,Damoh,Hatta,78.2990869106028,80.88205484608925,0.1955
MEGHALAYA,East Khasi Hills,Shella Bholaganj,78.30825885008976,78.87627802269957,0.0166
ODISHA,Bargarh,Padmapur,78.31009488179771,80.44521597059125,0.2297
ODISHA,Bargarh,Padmapur,78.31009488179771,80.44521597059125,0.2049
MAHARASHTRA,Chandrapur,Brahmapuri,78.31974242469835,79.22823506613051,0.5546
UTTAR PRADESH,Ambedkar Nagar,Tanda,78.3254648267825,78.2781125044943,0.6335
UTTAR PRADESH,Ambedkar Nagar,Tanda,78.3254648267825,78.2781125044943,0.2219
PUNJAB,Rupnagar,Chamkaur Sahib,78.36102223667027,77.44447394035926,0.4956
MAHARASHTRA,Ahmadnagar,Rahuri,78.37514675224504,77.72883922914059,0.4737
ODISHA,Anugul,Athmallik,78.40675644829948,78.61621302648078,0.1111
MAHARASHTRA,Ahmadnagar,Kopargaon,78.4187242934416,78.22841133816743,0.6021
MAHARASHTRA,Ahmadnagar,Jamkhed,78.52190933198636,78.71298878537945,0.4516
UTTAR PRADESH,Bara Banki,Nawabganj,78.55409171678093,79.71725533052759,0.3822
UTTAR PRADESH,Bara Banki,Nawabganj,78.55409171678093,79.71725533052759,0.0415
GUJARAT,Patan,Harij,78.58230578879464,77.44064729053551,0.3523
BIHAR,Bhagalpur,Sultanganj,78.67266664247322,79.58430964158639,0.5656
KARNATAKA,Haveri,Byadgi,78.7170977989562,78.10999120611514,0.4345
HARYANA,Karnal,Nilokheri,78.8113046291423,77.38442521631644,0.4653
RAJASTHAN,Baran,Chhabra,78.81964717999855,78.76468613628734,0.1596
UTTAR PRADESH,Baghpat,Baraut,78.82614926813125,78.03002690271632,0.5571
BIHAR,Banka,Banka,78.84179087993152,78.41763625229639,0.1924
KARNATAKA,Dakshina Kannada,Puttur,78.85225342277775,78.30750893921335,0.0251
PUNJAB,Sangrur,Dhuri,78.86100127465579,78.36396663867023,0.7372
PUNJAB,Fatehgarh Sahib,Bassi Pathana,78.9024884830964,76.96950102381722,0.4211
TRIPURA,North Tripura,Panisagar,78.91901582037377,78.80480649439376,0.3867
MADHYA PRADESH,Indore,Depalpur,78.93170130775403,79.7511867736127,0.0433
KARNATAKA,Bangalore Rural,Hosakote,78.96003958377952,77.6067133606449,0.2757
ODISHA,Khordha,Balugaon,78.97642363613988,80.10061951686001,0.2712
ANDHRA PRADESH,Krishna,Kankipadu,78.98852821943015,78.01698808697046,0.5704
UTTAR PRADESH,Mathura,Chhata,79.00165371752537,78.48533415298147,0.0476
KARNATAKA,Bidar,Homnabad,79.00451916885805,79.6235518067544,0.0803
KARNATAKA,Gulbarga,Sedam,79.0398587193236,78.42582106455266,0.08
ODISHA,Balangir,Titlagarh,79.08190520634413,80.64021468276788,0.3445
ODISHA,Bhadrak,Basudebpur,79.14048133540545,81.39502100425725,0.4522
MAHARASHTRA,Amravati,Daryapur,79.17126030355134,81.78756538562591,0.1339
BIHAR,Siwan,Mairwa,79.2377025348241,81.06230741108268,0.3927
RAJASTHAN,Nagaur,Nawa,79.24057197895829,80.5004075454122,0.2049
ODISHA,Debagarh,Debagarh,79.25045873260059,79.35864074697689,0.1582
RAJASTHAN,Nagaur,Merta,79.25713947789956,80.75996068240269,0.1795
HARYANA,Fatehabad,Ratia,79.30827067669173,79.04940227567334,0.2357
PUNJAB,Bathinda,Rampura Phul,79.31909975400181,78.88982338099242,0.395
RAJASTHAN,Ajmer,Kekri,79.33990274119887,81.37871712951585,0.126
MAHARASHTRA,Jalgaon,Pachora,79.34591959340948,79.95854049589454,0.0148
HARYANA,Kurukshetra,Pehowa,79.40557838210468,78.6852228555316,0.1023
JHARKHAND,Pakur,Pakaur,79.41173779790495,78.81960895795824,0.5273
RAJASTHAN,Tonk,Niwai,79.41306903945285,81.43280953043156,0.2388
ODISHA,Nabarangapur,Khatiguda,79.44218214724323,81.48469450985252,0.2977
RAJASTHAN,Dhaulpur,Rajakhera,79.45992776259274,79.35467236362297,0.1492
BIHAR,Supaul,Nirmali,79.4900187941281,80.67032358713703,0.1625
MAHARASHTRA,Amravati,Morshi,79.54176804541768,80.52480331653084,0.3466
RAJASTHAN,Jalor,Jalor,79.54754314110346,78.49906967128385,0.2709
RAJASTHAN,Dausa,Dausa,79.57889185317518,78.85301718833327,0.424
MAHARASHTRA,Amravati,Chandur Railway,79.59280547328882,81.62755231720749,0.3273
UTTAR PRADESH,Jalaun,Konch,79.61556975682629,80.70270166033515,0.0069
PUNJAB,Firozpur,Fazilka,79.64577683643778,79.22129468401107,0.0941
MAHARASHTRA,Nanded,Mudkhed,79.6734545705988,81.42789148024751,0.7867
MAHARASHTRA,Buldana,Chikhli,79.71092208424896,81.08991217583959,0.1007
GUJARAT,Jamnagar,Kalavad,79.73648991977328,79.85735532720389,0.297
MAHARASHTRA,Solapur,Akkalkot,79.75649299043138,79.26101310567913,0.1405
BIHAR,Purba Champaran,Pakri Dayal,79.76828801225584,80.16440194598222,0.4507
MAHARASHTRA,Nagpur,Narkhed,79.78188997140094,80.34769463340892,0.0474
PUNJAB,Barnala,Tapa,79.7856189684182,79.32315417328482,0.3655
MAHARASHTRA,Jalna,Partur,79.79435663244908,81.85068649885584,0.293
KARNATAKA,Bidar,Basavakalyan,79.80663119447816,80.67442041995162,0.0826
ASSAM,Hailakandi,Hailakandi,79.84565330712955,81.04111369914956,0.1984
RAJASTHAN,Rajsamand,Amet,79.87793087793929,79.64018235102573,0.4299
HARYANA,Gurgaon,Manesar,79.89125773973895,79.35216082037925,0.4512
HARYANA,Karnal,Gharaunda,79.89558634328914,79.34396407151587,0.4666
RAJASTHAN,Jaipur,Phulera (Hq.Sambhar),79.96577385978541,78.98244158716992,0.154
ODISHA,Malkangiri,Chitrakonda,79.97260192382144,81.92355117139334,0.0419
UTTAR PRADESH,Kanshiram Nagar,Patiyali,79.98715019988578,80.86715990135306,0.1572
ANDHRA PRADESH,Mahbubnagar,Atmakur,80.00650353629786,79.98633361172273,0.4737
ANDHRA PRADESH,Mahbubnagar,Atmakur,80.00650353629786,79.98633361172273,0.1839
ODISHA,Mayurbhanj,Karanjia,80.0101413671612,80.11709693897599,0.1642
UTTAR PRADESH,Ambedkar Nagar,Akbarpur,80.01423878113164,79.44053185441298,1.1227
UTTAR PRADESH,Ambedkar Nagar,Akbarpur,80.01423878113164,79.44053185441298,0.1133
PUNJAB,Ludhiana,Samrala,80.03715558340981,79.42324120893076,0.928
GUJARAT,Kheda,Kheda,80.04478706636912,80.6442983797004,0.8055
HARYANA,Kaithal,Guhla,80.05029423664924,79.3640897755611,0.4969
MADHYA PRADESH,Datia,Seondha,80.09154105581939,82.12841590757608,0.3941
UTTAR PRADESH,Bareilly,Baheri,80.11778866821425,80.89593596059113,0.4353
RAJASTHAN,Jaipur,Shahpura,80.12632412922915,80.19603829796912,0.29
RAJASTHAN,Jaipur,Shahpura,80.12632412922915,80.19603829796912,0.0379
RAJASTHAN,Bharatpur,Deeg,80.15129460544308,79.753747604421,0.0578
MAHARASHTRA,Yavatmal,Kelapur,80.16749264907548,81.5434445098774,0.2171
PUNJAB,Kapurthala,Bhulath,80.19817160817985,79.72145092335494,0.1369
JHARKHAND,Godda,Godda,80.2223825646149,81.1378098584861,0.8418
GUJARAT,Bhavnagar,Vallabhipur,80.23244213886672,80.4321107445501,0.4734
GUJARAT,Banas Kantha,Deesa,80.25004973449431,78.45471166298469,0.4692
KARNATAKA,Chitradurga,Hiriyur,80.28329483142454,79.60396966576162,0.1306
RAJASTHAN,Sirohi,Sheoganj,80.29003224922539,81.03311896000275,0.2658
PUNJAB,Patiala,Patran,80.31577371271614,79.70212998959644,0.4714
UTTAR PRADESH,Meerut,Sardhana,80.36957182594699,80.52068450271031,0.0245
HIMACHAL PRADESH,Una,Una,80.37531170757883,79.60201498709306,0.6875
HARYANA,Sirsa,Dabwali,80.41225655635371,79.1489196933323,0.1908
GUJARAT,Jamnagar,Jamjodhpur,80.45857295959185,78.89194643184737,0.3182
KARNATAKA,Chamarajanagar,Chamarajanagar,80.47087890128256,81.32073512615511,0.2017
KARNATAKA,Chikmagalur,Kadur,80.50043199802516,80.66834351419332,0.0199
BIHAR,Jamui,Jhajha,80.51692684969197,80.19630484988453,0.0002
BIHAR,Pashchim Champaran,Ramnagar,80.56579232603511,80.18290033886524,0.4598
ODISHA,Cuttack,Athagad,80.58609702463761,81.88833644085354,0.5992
MAHARASHTRA,Bid,Manjlegaon,80.62042236686901,82.33647998209021,0.1514
KARNATAKA,Raichur,Sindhnur,80.71286876907426,80.3326707814625,0.0151
HARYANA,Jhajjar,Jhajjar,80.76799628763123,80.69192074735653,0.6287
GUJARAT,Porbandar,Kutiyana,80.76918616114403,81.08843537414965,0.2886
GUJARAT,Anand,Petlad,80.78312332421056,81.52401877559173,0.7718
UTTAR PRADESH,Jaunpur,Jaunpur,80.78367784116689,80.6522651683942,1.1079
MAHARASHTRA,Ratnagiri,Dapoli,80.79174610294942,82.31688494950832,0.4598
ODISHA,Bhadrak,Dhamanagar,80.80160824224149,82.42055724459622,0.2394
PUNJAB,Ludhiana,Payal,80.84057224472593,80.0302571860817,0.7955
PUNJAB,Ludhiana,Jagraon,80.88115486733443,80.26215720484946,0.4076
HARYANA,Bhiwani,Siwani,80.89196769911062,81.09824430332462,0.0525
GUJARAT,Mahesana,Vadnagar,80.89312111107292,80.78061540579611,0.6136
JHARKHAND,Ranchi,Namkum,80.91140351478666,81.02309083321741,0.6175
KARNATAKA,Chamarajanagar,Kollegal,80.93770347041942,81.14660211371555,0.0778
UTTAR PRADESH,Pratapgarh,Pratapgarh,80.96868517731737,81.34543603664743,0.0317
