State,District,Sub District,% Rural Population,% Rural Households,OFC Density
KARNATAKA,Mandya,Krishnarajpet,90.03912023618027,89.7288441058409,0.2198
KARNATAKA,Tumkur,Turuvekere,90.048759127543,89.88147549939431,0.0321
ODISHA,Koraput,Boriguma,90.04992831067409,89.49547549940242,0.2904
RAJASTHAN,Dungarpur,Sagwara,90.05162688793585,89.89686086052329,0.0307
UTTAR PRADESH,Gorakhpur,Sahjanwa,90.05705840678301,89.82773429270586,0.0417
RAJASTHAN,Bundi,Nainwa,90.06222267557506,90.82550165100332,0.1533
ODISHA,Cuttack,Banki,90.07685467839404,90.9716796875,0.5052
RAJASTHAN,Jhunjhunun,Udaipurwati,90.08175865929368,90.56261343012704,0.2185
MAHARASHTRA,Wardha,Seloo,90.08230040031778,90.46939371330328,0.5967
MAHARASHTRA,Pune,Bhor,90.08521567194651,89.59417540441459,0.0484
MAHARASHTRA,Bid,Georai,90.08830217654528,90.65308568004792,0.1423
UTTAR PRADESH,Hamirpur,Sarila,90.11415807681654,89.79195826441023,0.1706
ANDHRA PRADESH,Vizianagaram,Gajapathinagaram,90.1145509221436,89.97771277336678,0.128
BIHAR,Supaul,Basantpur,90.13301519254284,89.67307596760571,0.0547
BIHAR,Supaul,Basantpur,90.13301519254284,89.67307596760571,0.1201
MADHYA PRADESH,Dhar,Manawar,90.13816242034083,90.4134221987594,0.4849
UTTAR PRADESH,Deoria,Barhaj,90.14605642253656,90.4712805105687,0.1639
MAHARASHTRA,Ahmadnagar,Shrigonda,90.14668882031806,90.33727377978184,0.1631
RAJASTHAN,Dausa,Lalsot,90.16635044914337,90.50274720741828,0.2205
MAHARASHTRA,Thane,Murbad,90.17844029960348,89.10237606336169,0.1401
MADHYA PRADESH,Panna,Ajaigarh,90.2286207078618,91.02352293289276,0.0023
HIMACHAL PRADESH,Kangra,Kangra,90.23450311577568,89.501679731243,2.5348
KARNATAKA,Mysore,Heggadadevankote,90.2398883605227,90.17553563584896,0.1137
BIHAR,Purba Champaran,Kesaria,90.24355146238804,90.20359559699108,0.3845
MADHYA PRADESH,Shivpuri,Narwar,90.25521925128314,91.4599473093878,0.0022
BIHAR,Bhagalpur,Colgong,90.28238224947644,90.4121761063976,0.3044
MADHYA PRADESH,Gwalior,Chinour,90.36453793557637,91.58235324328489,0.0726
KERALA,Pathanamthitta,Adoor,90.37057332241794,90.30562227341797,0.1719
RAJASTHAN,Dungarpur,Dungarpur,90.37065295716994,89.53537764472674,0.0288
BIHAR,Muzaffarpur,Sahebganj,90.38096737050506,90.29240024772184,0.3953
JHARKHAND,Palamu,Chainpur,90.42109909512249,90.91882580254672,0.2442
JHARKHAND,Palamu,Chainpur,90.42109909512249,90.91882580254672,0.4782
MADHYA PRADESH,Morena,Joura,90.42551741682264,92.06596729987714,0.003
BIHAR,Purba Champaran,Chakia(Pipra),90.4353696203,91.05296997873288,0.7256
MAHARASHTRA,Amravati,Chandurbazar,90.44166352454424,91.93237364904256,0.2954
UTTAR PRADESH,Mainpuri,Bhogaon,90.4423604374609,90.1998167361296,0.3092
ODISHA,Rayagada,Bishamakatak,90.44428010694578,90.5433470176286,0.2074
ASSAM,Goalpara,Matia,90.467541621002,90.29986859910962,0.1932
UTTAR PRADESH,Mirzapur,Chunar,90.50805051690574,90.81169886878988,0.1255
ODISHA,Anugul,Samal Barrage,90.51271442665733,90.40287400564536,0.2282
KARNATAKA,Mandya,Nagamangala,90.53949770352908,90.7371980246474,0.1818
BIHAR,Madhubani,Ghoghardiha,90.54472572091484,91.13524400533464,0.5148
RAJASTHAN,Bhilwara,Jahazpur,90.54703751153724,91.70049616599007,0.0061
MADHYA PRADESH,Dhar,Sardarpur,90.57005932286272,90.70130315500688,0.3263
ODISHA,Nabarangapur,Paparahandi,90.58165076881411,90.96933471933473,0.2233
MADHYA PRADESH,Damoh,Tendukheda,90.5886428403357,91.25298755528696,0.2254
MAHARASHTRA,Nanded,Mukhed,90.59155792231655,91.37775967689932,0.1729
MADHYA PRADESH,Sehore,Ichhawar,90.62209270086936,91.4813430511431,0.0282
ANDHRA PRADESH,Visakhapatnam,Nakkapalle,90.62272598330024,91.33398247322296,0.2678
HIMACHAL PRADESH,Solan,Nalagarh,90.62437068233358,89.34980086812547,0.1147
MADHYA PRADESH,Khargone (West Nimar),Kasrawad,90.62663518864154,91.08567253242404,0.0206
MAHARASHTRA,Buldana,Sindkhed Raja,90.67854772749187,91.12366933894072,0.1393
KARNATAKA,Chikmagalur,Mudigere,90.69879969407027,90.0732761320223,0.1984
MAHARASHTRA,Ratnagiri,Khed,90.69900613936072,91.15804183195095,0.4091
MAHARASHTRA,Ratnagiri,Khed,90.69900613936072,91.15804183195095,0.2752
GUJARAT,Surat,Mandvi,90.70472418843678,90.82939669557452,0.3611
GUJARAT,Surat,Mandvi,90.70472418843678,90.82939669557452,0.0171
UTTAR PRADESH,Faizabad,Rudauli,90.71814754981152,91.30059455056112,0.6403
ODISHA,Puri,Nimapada,90.73263540230326,91.8110964055377,0.3061
UTTAR PRADESH,Budaun,Gunnaur,90.73726940598078,91.00136209851048,0.2425
JHARKHAND,Dumka,Jarmundi,90.75861101216498,90.27904236516522,0.3878
JHARKHAND,Khunti,Torpa,90.76039616737104,89.7199977281763,0.2158
MADHYA PRADESH,Dhar,Badnawar,90.76267443914504,91.25475285171105,0.448
ASSAM,Tinsukia,Doom Dooma,90.76391171552032,90.50010436747172,0.1086
WEST BENGAL,Nadia,Krishnagar - I,90.80528407123776,90.90823529411765,0.5981
UTTARAKHAND,Champawat,Lohaghat,90.83455716548907,89.99403761721503,0.3965
ASSAM,Dhemaji,Dhemaji,90.84048027444254,89.39347132118216,0.1627
RAJASTHAN,Karauli,Todabhim,90.85237678159088,91.19987122884474,0.4105
MAHARASHTRA,Solapur,Karmala,90.88408536321806,91.24704480723769,0.2135
KARNATAKA,Tumkur,Koratagere,90.89151565418192,90.78017676456832,0.0132
BIHAR,Pashchim Champaran,Chanpatia,90.9000228381047,90.59050226008031,0.7771
UTTAR PRADESH,Rampur,Milak,90.92518392890555,90.65074063062906,0.3676
KARNATAKA,Bijapur,Indi,90.92597033494869,90.57966423820082,0.0094
KERALA,Palakkad,Mannarkad,90.9366195534258,91.1446695019102,0.1313
MADHYA PRADESH,Anuppur,Jaithari,90.95473055956562,91.40782384633404,0.4461
BIHAR,Rohtas,Chenari,90.9631409281674,91.02263123297962,0.2135
ODISHA,Nayagarh,Dasapalla,91.0959257349149,91.72381546134665,0.1321
WEST BENGAL,Nadia,Nakashipara,91.10689165452996,90.6911811770938,0.4012
MADHYA PRADESH,Chhindwara,Amarwara,91.109811835562,90.66172674542196,0.4221
ASSAM,Jorhat,Titabor,91.11952465669926,90.50926990845105,0.0659
UTTAR PRADESH,Shahjahanpur,Jalalabad,91.1247234698666,91.24073236445162,0.0469
GUJARAT,Bharuch,Hansot,91.12750538617225,90.34377052769872,0.084
RAJASTHAN,Jodhpur,Phalodi,91.15877851778376,90.95615526960393,0.0803
HIMACHAL PRADESH,Bilaspur,Ghumarwin,91.17587917243844,90.83346092992394,0.5644
BIHAR,Sitamarhi,Pupri,91.1836691880048,91.69039739346827,0.1075
UTTAR PRADESH,Moradabad,Thakurdwara,91.18426294820718,91.69859048730952,0.2401
BIHAR,Bhagalpur,Sabour,91.19428591435874,91.12158270690752,1.3481
UTTARAKHAND,Champawat,Champawat,91.19470324994498,90.15291547639052,0.0901
BIHAR,Bhojpur,Koilwar,91.23284283417831,90.9886618489908,0.6093
HARYANA,Bhiwani,Loharu,91.27776352268958,91.5914489311164,0.1977
UTTAR PRADESH,Unnao,Purwa,91.30628738801278,92.55155256821372,0.035
MAHARASHTRA,Bhandara,Mohadi,91.32998253779604,91.00698315826536,0.7634
ODISHA,Anugul,Palalahada,91.339911124501,91.17684559479792,0.0957
KARNATAKA,Gulbarga,Jevargi,91.34868963937716,90.58331405659648,0.066
BIHAR,Purnia,Banmankhi,91.36747150804604,91.57776448096205,0.0032
MAHARASHTRA,Gadchiroli,Kurkheda,91.36779245524149,91.0657528804132,0.2573
MADHYA PRADESH,Barwani,Thikri,91.37172059604826,91.296033557461,0.0324
MAHARASHTRA,Thane,Jawhar,91.41147181978356,90.63885356885116,0.007
WEST BENGAL,Nadia,Kaliganj,91.43456929476442,91.4001937984496,0.2117
PUNJAB,Hoshiarpur,Garhshankar,91.43814387788734,91.249199231262,0.8856
ASSAM,Dhubri,Mankachar,91.43930420214262,91.74868675698092,0.236
UTTAR PRADESH,Pilibhit,Puranpur,91.44196306406722,91.60098769031715,0.1558
GUJARAT,Banas Kantha,Tharad,91.458924681245,90.61458617863973,0.3022
MAHARASHTRA,Amravati,Dharni,91.46508542495872,90.91470951792336,0.1113
GUJARAT,Sabar Kantha,Khedbrahma,91.47139791842208,89.86884584342212,0.349
BIHAR,Munger,Asarganj,91.4936810970691,91.61011721159778,0.5265
UTTAR PRADESH,Budaun,Bilsi,91.53286260694016,91.53457894270788,0.3047
UTTAR PRADESH,Fatehpur,Bindki,91.55800412195106,91.79430198188776,0.1706
ASSAM,Goalpara,Lakhipur,91.56344672921264,91.72226386806597,0.019
ASSAM,Goalpara,Lakhipur,91.56344672921264,91.72226386806597,0.2484
GUJARAT,Dohad,Devgadbaria,91.56556440130748,90.10717637180818,0.0912
GUJARAT,Banas Kantha,Deodar,91.61865792860796,90.41041960565596,0.3661
PUNJAB,Rupnagar,Anandpur Sahib,91.62642392450309,91.240523961319,0.6804
BIHAR,Bhojpur,Shahpur,91.62932914964688,90.92026169838266,0.4409
PUNJAB,Gurdaspur,Dera Baba Nanak,91.63683173096264,91.36547056015968,0.7616
UTTAR PRADESH,Mainpuri,Karhal,91.64923217914011,91.89821328081035,0.1991
UTTAR PRADESH,Allahabad,Bara,91.68692988334404,91.64160971905848,0.5941
MADHYA PRADESH,Seoni,Lakhnadon,91.6877251981744,92.03204047217538,0.0065
UTTAR PRADESH,Agra,Etmadpur,91.69336029457791,91.71150505169769,0.3194
KARNATAKA,Haveri,Hirekerur,91.69634164809727,91.75708890354296,0.2181
KARNATAKA,Gulbarga,Chincholi,91.78212020276302,91.8130949185439,0.0635
KARNATAKA,Hassan,Arkalgud,91.78336632695456,91.68462311970283,0.2602
MADHYA PRADESH,Tikamgarh,Palera,91.8080921607193,92.25057670126874,0.0485
BIHAR,Gaya,Tikari,91.81454909773484,92.00677307701883,0.5341
UTTAR PRADESH,Siddharthnagar,Naugarh,91.83115157730232,91.64227819180763,0.1092
UTTAR PRADESH,Kanpur Nagar,Bilhaur,91.84453563511154,92.25371036421514,0.4966
MADHYA PRADESH,Chhindwara,Harrai,91.86318312276236,91.61689196269516,0.2498
HARYANA,Bhiwani,Tosham,91.8737530423156,91.86049758467595,0.0937
UTTAR PRADESH,Agra,Bah,91.88893508593036,91.98879795693308,0.0098
UTTARAKHAND,Pithoragarh,Didihat,91.88916939224733,89.75234406848756,0.1393
KERALA,Malappuram,Nilambur,91.92312985250643,91.519842059858,0.1203
UTTARAKHAND,Nainital,Lalkuan,91.9302394324564,91.94290245836638,1.229
MAHARASHTRA,Pune,Ambegaon,92.00074585120268,91.60593363385428,0.0526
RAJASTHAN,Jhalawar,Khanpur,92.00429578562644,91.69700492550557,0.2803
JHARKHAND,Latehar,Barwadih,92.03167932762244,91.51461285094368,0.4332
ASSAM,Dhubri,Bagribari (Pt),92.03642958627148,90.69535969247666,0.0456
ASSAM,Dhubri,Bagribari (Pt),92.03642958627148,90.69535969247666,0.3221
KARNATAKA,Bangalore,Bangalore East,92.06389427621896,92.4440640665118,2.5229
UTTAR PRADESH,Siddharthnagar,Domariyaganj,92.07816551857472,91.85366717845754,0.2306
GUJARAT,Banas Kantha,Danta,92.1041278425896,90.88178123343349,0.3115
RAJASTHAN,Jhalawar,Manohar Thana,92.10763585532064,92.06423240938166,0.1206
BIHAR,Aurangabad,Nabinagar,92.14247336487176,91.94893725124903,0.0257
MAHARASHTRA,Jalna,Bhokardan,92.15683755055365,92.79187817258884,0.2196
RAJASTHAN,Bhilwara,Mandalgarh,92.16538485481288,92.55254461335096,0.0226
HARYANA,Rewari,Kosli,92.1748685346519,92.1290676273642,0.4839
MADHYA PRADESH,Jabalpur,Majholi,92.1971907524011,92.78031171491988,0.0414
RAJASTHAN,Jaisalmer,Pokaran,92.24334951360396,92.2371276385875,0.0621
UTTAR PRADESH,Deoria,Rudrapur,92.26537930658104,92.54214804645926,0.02
ODISHA,Balangir,Bangomunda,92.27798710092654,92.34293916307828,0.3242
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),Gyanpur,92.29800581541772,91.52402792383027,0.0956
UTTAR PRADESH,Allahabad,Phulpur,92.30644817848297,91.9222595612945,1.0398
UTTAR PRADESH,Allahabad,Phulpur,92.30644817848297,91.9222595612945,0.255
KARNATAKA,Davanagere,Honnali,92.312376182431,92.21761453396525,0.2301
JAMMU & KASHMIR,Kathua,Bashohli,92.32735489337664,91.69170673076924,0.0007
HIMACHAL PRADESH,Kangra,Nagrota Bagwan,92.3275985383425,91.73892664635576,2.6222
KARNATAKA,Hassan,Alur,92.32772271421032,92.3846555076106,0.2821
HARYANA,Mewat,Nuh,92.34171946457866,91.71108426314169,0.3766
ODISHA,Subarnapur,Tarbha,92.3500578289365,92.73048977901593,0.2572
MADHYA PRADESH,Alirajpur,Alirajpur,92.35600030459536,91.32362000160698,0.0007
GUJARAT,Dohad,Jhalod,92.35789914066513,91.43480202832296,0.1294
MADHYA PRADESH,Sehore,Jawar,92.43414683618995,93.23545307151863,0.0243
BIHAR,Rohtas,Tilouthu,92.4392900621516,92.4175311807903,0.4377
JHARKHAND,Gumla,Ghaghra,92.49993443998636,91.46678511499358,0.2629
KERALA,Kottayam,Vaikom,92.51515717718918,92.1067693428378,0.2773
ODISHA,Khordha,Tangi,92.52221498714128,92.65520534861508,0.2784
ODISHA,Khordha,Tangi,92.52221498714128,92.65520534861508,0.2998
RAJASTHAN,Alwar,Rajgarh,92.53462732005148,92.51967870193003,0.1919
RAJASTHAN,Alwar,Rajgarh,92.53462732005148,92.51967870193003,0.1791
MADHYA PRADESH,Dhar,Dahi,92.55177605434078,92.45637337974624,0.3663
ASSAM,Sivasagar,Mahmora,92.57781205310012,92.6182737450343,0.2876
MADHYA PRADESH,Tikamgarh,Baldeogarh,92.626192893401,93.6768149882904,0.0573
RAJASTHAN,Dhaulpur,Baseri,92.65118027241456,92.92650761299603,0.0024
RAJASTHAN,Nagaur,Parbatsar,92.6512667858553,93.1230238574303,0.2187
HIMACHAL PRADESH,Mandi,Sarkaghat,92.66364810406262,92.5195855446045,0.2451
ANDHRA PRADESH,Visakhapatnam,Gudem Kotha Veedhi,92.66786969322824,92.71948608137043,0.0067
GUJARAT,Panch Mahals,Santrampur,92.67390306141652,92.09595049903582,0.2947
HIMACHAL PRADESH,Shimla,Seoni,92.67644647955,91.02529235790048,0.047
ASSAM,Cachar,Udarbond,92.70610041099202,92.721635786521,0.301
ODISHA,Khordha,Khordha Sadar,92.72727272727272,92.95978164887212,0.8905
GUJARAT,Vadodara,Savli,92.75829480528138,93.15473931850951,0.6388
MADHYA PRADESH,Balaghat,Lanji,92.77384556346736,93.04508570605464,0.3333
RAJASTHAN,Alwar,Kathumar,92.8081144241475,92.58483349979294,0.3632
MAHARASHTRA,Nashik,Trimbakeshwar,92.84183276630864,92.54850378165077,0.0124
JHARKHAND,Sahibganj,Borio,92.88262047115336,93.46360859234836,0.8003
UTTAR PRADESH,Allahabad,Soraon,92.88657539571666,93.38974010506855,0.65
JHARKHAND,Giridih,Dumri,92.9187720679982,92.39076561888614,0.2736
JHARKHAND,Giridih,Dumri,92.9187720679982,92.39076561888614,0.1016
UTTAR PRADESH,Agra,Kheragarh,92.92108763969848,92.93942718558723,0.0069
ODISHA,Rayagada,Kalyanasingpur,92.94249496433386,92.2819008317751,0.1334
KARNATAKA,Davanagere,Channagiri,92.950115276349,93.09601845108035,0.0691
RAJASTHAN,Jalor,Ahore,92.96158436334198,93.42033827521404,0.1831
KARNATAKA,Tumkur,Gubbi,92.97343420260708,92.92488380856676,0.1711
BIHAR,Muzaffarpur,Baruraj (Motipur),92.9763148514608,93.36901351826724,0.327
UTTAR PRADESH,Ambedkar Nagar,Jalalpur,92.98933262644084,92.7651056587038,0.1946
UTTAR PRADESH,Kanpur Nagar,Ghatampur,93.00699421079722,93.31099752560188,0.5131
ODISHA,Gajapati,Mohana,93.00877098579424,92.82651820566969,0.1861
UTTAR PRADESH,Bara Banki,Haidergarh,93.01499338669036,93.39389585815404,0.0442
MADHYA PRADESH,Shivpuri,Pichhore,93.01961992413888,93.62266857962696,0.0031
MADHYA PRADESH,Shivpuri,Pichhore,93.01961992413888,93.62266857962696,0.0293
JHARKHAND,Sahibganj,Barharwa,93.020412679095,92.8128133553755,0.5661
MAHARASHTRA,Solapur,Madha,93.0675530125576,93.05037802230706,0.1941
UTTAR PRADESH,Fatehpur,Khaga,93.07378898726856,92.98902630203796,0.4119
GUJARAT,Panch Mahals,Shehera,93.09155891179893,93.7696170747018,0.5062
KARNATAKA,Dharwad,Dharwad,93.10860704099714,92.87826121698828,0.1952
UTTAR PRADESH,Kanpur Dehat,Rasulabad,93.116793708484,93.52788608529862,0.5245
KARNATAKA,Mysore,Piriyapatna,93.13589165528477,92.54553860379104,0.2777
UTTAR PRADESH,Siddharthnagar,Bansi,93.13682880268529,93.09415832248216,0.1674
ANDHRA PRADESH,Visakhapatnam,Sabbavaram,93.1371966614192,93.0583811109056,1.3428
MADHYA PRADESH,Chhindwara,Chaurai,93.16197814957512,93.05629415786674,0.2961
UTTAR PRADESH,Shahjahanpur,Powayan,93.17040171140512,93.34417718191378,0.0183
GUJARAT,Sabar Kantha,Meghraj,93.20049068007062,92.34375,0.2693
ASSAM,Nalbari,Tihu (Pt),93.20237672933663,92.80679933665007,0.3482
RAJASTHAN,Rajsamand,Bhim,93.23599749741264,93.5684763181412,0.2747
ASSAM,Nagaon,Doboka,93.2530525040574,92.88225431337553,0.0507
RAJASTHAN,Jalor,Sanchore,93.25582922015846,93.29779041525975,0.1673
GUJARAT,Sabar Kantha,Bhiloda,93.28054979600029,92.81834390678776,0.356
MAHARASHTRA,Pune,Indapur,93.34130167570063,93.43900204560572,0.0458
BIHAR,Begusarai,Mansurchak,93.34368401440814,93.50983087312495,0.6831
RAJASTHAN,Udaipur,Sarada,93.36055257364548,92.93970111819418,0.2466
ODISHA,Bargarh,Sohela,93.38503911405238,94.1299790356394,0.3118
RAJASTHAN,Udaipur,Salumbar,93.38600369658973,93.32847893255662,0.2366
ASSAM,Sonitpur,Gohpur,93.40228186817696,92.2259050406784,0.0094
GUJARAT,Banas Kantha,Kankrej,93.44733376146988,93.05008268849916,0.2492
BIHAR,Kaimur (Bhabua),Ramgarh,93.4495677016199,93.17951318458418,0.2589
BIHAR,Aurangabad,Obra,93.4577247607375,93.29534877161312,0.0926
RAJASTHAN,Bhilwara,Asind,93.46358163144846,94.31579743294076,0.049
GUJARAT,Sabar Kantha,Malpur,93.48106052862896,92.46437994722956,0.581
MADHYA PRADESH,Jhabua,Petlawad,93.4819587628866,93.28898075184084,0.0103
ODISHA,Jajapur,Dharmasala,93.50120325636938,93.55280424487933,0.8385
JHARKHAND,Hazaribagh,Bishungarh,93.52876141541569,93.26466228286898,0.2149
UTTAR PRADESH,Ghazipur,Zamania,93.54640907181856,93.54941152695044,0.2274
ODISHA,Bargarh,Bijepur,93.55337418741966,93.91898963820954,0.4761
UTTAR PRADESH,Gorakhpur,Gola,93.5635401737333,93.74265119370176,0.0617
MAHARASHTRA,Ratnagiri,Sangameshwar,93.60249668503552,93.83948113491697,0.2092
UTTAR PRADESH,Ghazipur,Mohammadabad,93.62495449909652,94.2440104829446,0.4891
MAHARASHTRA,Pune,Junnar,93.660187026361,93.43496692443864,0.1276
MAHARASHTRA,Dhule,Sakri,93.66333055862064,93.50500263296472,0.1561
HIMACHAL PRADESH,Mandi,Jogindarnagar,93.68414821830235,93.50410777159767,0.4572
WEST BENGAL,Puruliya,Bundwan,93.68686070642268,93.9040590405904,0.0367
ASSAM,Nagaon,Raha,93.70164168451106,93.0523377529658,0.1155
BIHAR,Kishanganj,Thakurganj,93.70935060393388,93.4955278516421,0.2408
MADHYA PRADESH,Balaghat,Paraswada,93.73484161220446,93.40761374187558,0.1259
UTTAR PRADESH,Jaunpur,Machhlishahr,93.73669705205997,93.68540228625687,0.5034
MADHYA PRADESH,Alirajpur,Jobat,93.74307746964536,93.05328126968132,0.03
UTTAR PRADESH,Allahabad,Karchhana,93.78291186375888,93.2613590925353,1.3146
JHARKHAND,Garhwa,Bhawnathpur,93.83255781244506,93.68007617233992,0.0214
UTTAR PRADESH,Auraiya,Bidhuna,93.85965429159828,93.83709973384472,0.2173
UTTAR PRADESH,Ballia,Sikanderpur,93.8936000672096,94.09211398277004,0.6358
MADHYA PRADESH,Seoni,Keolari,93.897597977244,93.64401012603098,0.0048
ASSAM,Sivasagar,Sonari,93.90566548533177,93.38581082058776,0.1237
UTTAR PRADESH,Balrampur,Tulsipur,93.9094867803162,93.68378586964148,0.0948
UTTAR PRADESH,Kaushambi,Sirathu,93.91055453392704,93.86026418167012,0.4224
GUJARAT,Navsari,Bansda,93.91423184043455,93.7266428721394,0.4351
HARYANA,Yamunanagar,Chhachhrauli,93.9523907950944,93.23998221883534,0.2456
UTTAR PRADESH,Jaunpur,Shahganj,93.96399446714804,93.96965112547562,0.2788
UTTAR PRADESH,Bara Banki,Fatehpur,93.96564443396754,94.55479618050506,0.9339
UTTAR PRADESH,Bara Banki,Fatehpur,93.96564443396754,94.55479618050506,0.0248
RAJASTHAN,Pali,Marwar Junction,93.96717225019852,94.27682101149634,0.2617
TRIPURA,North Tripura,Kumarghat,93.97802444220204,93.83992586450763,0.0111
RAJASTHAN,Jhalawar,Pirawa,93.97824891032964,94.53423871461362,0.2478
JAMMU & KASHMIR,Kathua,Hiranagar,93.98104471763016,93.90778587087192,0.0354
MADHYA PRADESH,Rewa,Naigarhi,93.98755208303234,95.13643659711076,0.0301
KERALA,Palakkad,Alathur,93.99543815099048,94.10193892952516,0.2295
RAJASTHAN,Pratapgarh,Dhariawad,94.0128086289711,93.8052869116699,0.1782
MADHYA PRADESH,Dewas,Tonk Khurd,94.03586404849644,94.67900302114803,0.0992
UTTAR PRADESH,Mahoba,Kulpahar,94.0362289594264,94.15248332835672,0.0601
ASSAM,Nalbari,Barbhag,94.07201231789648,93.73795761078998,0.8078
UTTAR PRADESH,Mahamaya Nagar,Sasni,94.07397829518196,94.1843220338983,0.2292
MAHARASHTRA,Bhandara,Lakhani,94.10634408183904,94.10573678290214,0.988
ASSAM,Kokrajhar,Gossaigaon (Pt),94.11630104225102,93.83743613562471,0.009
KARNATAKA,Chikmagalur,Koppa,94.11771635918096,93.75,0.3485
MAHARASHTRA,Ratnagiri,Rajapur,94.12051940536044,94.59731785140224,0.2697
UTTAR PRADESH,Sant Kabir Nagar,Mehdawal,94.1297774336162,94.04987706357568,0.5097
GUJARAT,Sabar Kantha,Vijaynagar,94.14986284229268,94.04721996072986,0.4255
UTTAR PRADESH,Kushinagar,Padrauna,94.15555076211298,93.93635977938058,0.0153
UTTAR PRADESH,Kaushambi,Manjhanpur,94.15635011492417,94.35101643137692,0.6888
ASSAM,Nagaon,Dhing,94.1798717665534,93.28394188737464,0.349
ASSAM,Hailakandi,Lala,94.19984921874617,94.34519811954333,0.0069
UTTAR PRADESH,Ballia,Rasra,94.20357292750133,94.54083688445525,0.9555
ASSAM,Dhemaji,Jonai,94.22771309844732,93.44262295081968,0.0235
ODISHA,Sundargarh,Lahunipara,94.25880962474788,93.7762779375968,0.2278
MAHARASHTRA,Gondiya,Salekasa,94.26879431841992,94.28742634575052,0.5657
ODISHA,Kalahandi,Madanpur Rampur,94.2787548389903,94.6101475117523,0.1329
ASSAM,Lakhimpur,Bihpuria,94.28258749078104,93.36963403824237,0.0417
UTTAR PRADESH,Siddharthnagar,Shohratgarh,94.33622173817926,94.58625174321126,0.0687
KARNATAKA,Shimoga,Sorab,94.35682663625634,94.51755325989112,0.2054
ODISHA,Gajapati,R.Udaygiri,94.37460862304891,93.98410896708286,0.2349
ASSAM,Dibrugarh,Chabua,94.38167747595324,94.33142223044202,0.0812
HIMACHAL PRADESH,Kangra,Indora,94.41804348361362,93.99521531100478,0.3544
UTTAR PRADESH,Aligarh,Iglas,94.4202937578383,94.43839621761174,0.5572
JHARKHAND,Godda,Mahagama,94.43130127528228,94.55648044852542,0.631
ASSAM,Sivasagar,Amguri,94.44340284287787,94.10528996116876,0.4153
UTTAR PRADESH,Kannauj,Tirwa,94.4435343385517,94.43109240350014,0.2306
HIMACHAL PRADESH,Kangra,Nurpur,94.44441297266675,94.2657042423592,0.4497
KARNATAKA,Dakshina Kannada,Beltangadi,94.45325951183284,94.16087388282024,0.0002
KARNATAKA,Koppal,Yelbarga,94.4608550639017,94.31632612418848,0.0294
JHARKHAND,Ranchi,Ormanjhi,94.46551302888344,95.42410086114708,0.2618
UTTAR PRADESH,Azamgarh,Nizamabad,94.47672125093376,95.20472932392808,0.1995
ASSAM,Sonitpur,Biswanath,94.47672405834564,93.72658384743232,0.0077
HIMACHAL PRADESH,Hamirpur,Nadaun,94.53686689933282,94.54746747854968,0.4866
ODISHA,Puri,Delanga,94.54026406565956,95.05034626333008,0.2509
ODISHA,Bargarh,Bhatli,94.61365573897544,95.04684799417812,0.2371
JHARKHAND,Sahibganj,Udhwa,94.62042276165924,94.87663052019488,0.8411
HARYANA,Palwal,Hathin,94.63933237923536,94.13448488587292,0.4443
ODISHA,Puri,Chandanpur,94.64714108671676,94.67984672627313,0.8078
RAJASTHAN,Nagaur,Degana,94.6478799619736,94.8643345287232,0.2133
ASSAM,Sonitpur,Chariduar,94.64929352521752,93.91021040847374,0.0445
HIMACHAL PRADESH,Solan,Arki,94.65804456315456,93.72562920950016,0.319
MANIPUR,Imphal East,Sawombung,94.66005895870568,94.68262646026356,0.3127
RAJASTHAN,Banswara,Garhi,94.66492602262836,94.55809009892894,0.158
UTTAR PRADESH,Rae Bareli,Tiloi,94.67485439755244,95.68904675405815,0.0061
UTTAR PRADESH,Rae Bareli,Salon,94.67589165309462,95.67830886460638,0.0302
UTTAR PRADESH,Kushinagar,Hata,94.69210885150451,94.48943467915012,0.2422
RAJASTHAN,Udaipur,Rishabhdeo,94.6968514181629,94.13810991425343,0.2452
RAJASTHAN,Alwar,Ramgarh,94.72769431616686,94.30618401206635,0.3507
MADHYA PRADESH,Betul,Shahpur,94.7434381233121,94.40637793578968,0.0695
JHARKHAND,Purbi Singhbhum,Potka,94.74730978097509,95.28595935921908,0.2376
BIHAR,Rohtas,Rohtas,94.76577298980811,94.60189869031946,0.415
UTTAR PRADESH,Ballia,Belthara Road,94.79879886003864,94.59421682536907,0.7484
GUJARAT,Vadodara,Nasvadi,94.8045264180439,93.90348913305549,0.0694
GUJARAT,Narmada,Dediapada,94.82599498993976,94.74072183947152,0.2149
RAJASTHAN,Jhalawar,Gangdhar,94.87479550529596,94.75901484798491,0.1436
UTTAR PRADESH,Bahraich,Nanpara,94.90725563954103,95.34915926594356,0.0102
RAJASTHAN,Jhunjhunun,Buhana,94.90969315816568,95.38465144625194,0.2625
KERALA,Kollam,Kottarakkara,94.92048551073096,94.98574641698924,0.2736
JHARKHAND,Bokaro,Chandankiyari,94.9439275879742,94.58645920163008,0.1512
UTTAR PRADESH,Allahabad,Meja,94.99361073603286,95.13385610754212,0.8489
ASSAM,Dibrugarh,Moran,95.03178034743372,94.65585893060296,0.4064
MAHARASHTRA,Ahmadnagar,Karjat,95.05538779941644,94.8817324596452,0.2871
