Sub-dist Name,OFC Length,Area,Density
Jhadol,278.9259,1429.5840071356297,0.19510983517426642
Girwa,936.5509,1865.9429909044625,0.5019182818366995
Vallabhnagar,275.4061,1071.4569633283195,0.2570388820326413
Lasadiya,53.2722,547.7802315928207,0.09725104508626849
Salumbar,232.464,982.5726967400772,0.23658707469814255
Sarada,228.4385,926.5226604600751,0.24655468209117123
Rishabhdeo,164.408,670.5117438645897,0.2451977933338067
Kherwara,187.8135,637.5104182367145,0.29460459723853927
Dhariawad,164.4648,922.8513302836432,0.17821375405012516
Peepalkhoont,100.3093,836.1265938774195,0.11996903427605349
Chhoti Sadri,193.6947,720.7636854419756,0.2687353759800281
Pratapgarh,391.6379,1318.083034142837,0.29712688036735574
Arnod,194.9535,651.1678375653797,0.2993905545594855
